index_hex,bank,snes_addr,source_line,label,category,max_words,max_bytes,current_words,free_words,markup_text,edited_text,notes
2FD,B9,B9B924,1082,Text_2FC_Shop_SpecialPaintHouseOnlyG,Shop,154,308,154,0,It's the special paint for  the house only. It's <CTRL_B3><$00B7><CTRL_B2><CTRL_B2>G  but do you want to buy it?<LINE> Yes                         No                           Money <CTRL_FFFC>hw<CTRL_B2>G<CHOICE_OR_WAIT>c,,
2FE,B9,B9BA58,1103,Text_2FD_Dialog_ThankDeliverShed,Dialog,42,84,42,0,Thank you. I'll deliver it  to your shed.,,
2FF,B9,B9BAAC,1110,Text_2FE_Dialog_GoodStuffThough,Dialog,24,48,24,0,It's good stuff though.,,
300,B9,B9BADC,1114,Text_2FF_Dialog_HaveEnoughMoney,Dialog,42,84,42,0,Oh:you don't have enough    money for it.,,
301,B9,B9BB30,1121,Text_300_Animal_HorseHasBecomeBigMade,Animal,184,368,184,0,Oh:your horse has become    big. I made saddle bags for your horse.<LINE>Just put the shipping items in the saddle bags. It'll bevery convenient since your<LINE>horse will carry them for   you.,,
302,B9,B9BCA0,1145,Text_301_Animal_MedicineCowsSickHealsOnly,Animal,250,500,250,0,That's medicine for the     cows. Are they sick? It     heals only by using it<LINE>for the cows.               the price is...mmm...<CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G. You usually have to take<LINE>good care of them.<LINE> Buy                         Not buy                      Money <CTRL_FFFC>hx<CTRL_B2>G<CHOICE_OR_WAIT>c,,
303,B9,B9BE94,1178,Text_302_Dialog_DeliverShed,Dialog,34,68,34,0,I'll deliver it to your     shed.,,
304,B9,B9BED8,1184,Text_303_Dialog_Aha,Dialog,5,10,5,0,"Aha,",,
305,B9,B9BEE2,1186,Text_304_Diary_HaveEnoughMoneyComeBack,Diary,85,170,85,0,What? You don't have enough money. Come back again when you have saved enough money.,,
306,B9,B9BF8C,1198,Text_305_Animal_WantTodayBuyCowSell,Animal,101,202,101,0,Hi: what do you want today?<LINE> Buy a cow      Sell a cow   Buy a chicken               Sell a chicken<CHOICE_OR_WAIT>e,,
307,B9,B9C056,1212,Text_306_Animal_NeedHaveMoreGrassRaise,Animal,48,96,48,0,You need to have more grass to raise livestock.,,
308,B9,B9C0B6,1219,Text_307_Animal_CowCostsGBuyingOne,Animal,118,236,118,0,A cow costs <$00B7><CTRL_B2><CTRL_B2><CTRL_B2>G so will   you be buying one?<LINE> Buy                         Not buy                      Money <CTRL_FFFC>hy<CTRL_B2>G<CHOICE_OR_WAIT>c,,
309,B9,B9C1A2,1235,Text_308_Dialog_DeliverPen,Dialog,29,58,29,0,I'll deliver it to your pen.,,
30A,B9,B9C1DC,1240,Text_309_Animal_IfWantSellCowsAgain,Animal,61,122,61,0,"If you want to sell cows    again:please contact me.    Bye,",,
30B,B9,B9C256,1249,Text_30A_Animal_ChickenCostsGButWant,Animal,116,232,116,0,A chicken costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G but   do you want one?<LINE> Buy                         Not buy                      Money <CTRL_FFFC>hz<CTRL_B2>G<CHOICE_OR_WAIT>c,,
30C,B9,B9C33E,1265,Text_30B_Dialog_ComePickUpLaterLet,Dialog,86,172,86,0,OK:I'll come pick it up     later so let it be at the   entrance of your ranch<LINE>today.,,
30D,B9,B9C3EA,1277,Text_30C_Animal_PutCowPenTakeGood,Animal,116,232,116,0,"Hey:I put the cow in the    pen. Take good care.        Alright:the first thing is<LINE>to name it with affection.  Bye,",,
30E,B9,B9C4D2,1293,Text_30D_Animal_EvenThinkSellingCowCondition,Animal,86,172,86,0,Hey you:don't even think of selling a cow in this       condition.<LINE>Consider it again.,,
30F,B9,B9C57E,1305,Text_30E_Shipping_CostsEaGWanttoSell,Shipping,110,220,110,0,It costs <CTRL_FFFC>eA<CTRL_B2>G. Do you wantto sell it?<LINE> Sell                        Not sell                     Money <CTRL_FFFC>hB<CTRL_B2>G<CHOICE_OR_WAIT>c,,
310,B9,B9C65A,1320,Text_30F_Dialog_TakeMe,Dialog,26,52,26,0,"OK, I'll take it with me.",,
311,B9,B9C68E,1325,Text_310_Dialog_AcceptUntilItsgrownMore,Dialog,40,80,40,0,I can't accept it until it'sgrown more.,,
312,B9,B9C6DE,1331,Text_311_Dialog_OutsideTakeWithyouItllEat,Dialog,131,262,131,0,It's outside so take it withyou. It'll eat grass by     himself so let it be<LINE>outside. But once it's in   the pen:feed it properly.,,
313,B9,B9C7E4,1349,Text_312_Manual_MilkerMilkUsingTowardCow,Manual,139,278,139,0,It's a milker. You can milk by using it toward a cow.   It's <CTRL_B3><$00BA><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Not buy                      Money <CTRL_FFFC>hC<CTRL_B2>G<CHOICE_OR_WAIT>c,,
314,B9,B9C8FA,1368,Text_313_Dialog_SorryButAccept,Dialog,34,68,34,0,Sorry but we can't accept   that.,,
315,B9,B9C93E,1374,Text_314_Manual_BrushCowsBecomeHappyBrush,Manual,187,374,187,0,It's a brush for cows. They become happy when you brush them with affection.<LINE>Once a day is enough.       It's <$00BA><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Not buy                      Money <CTRL_FFFC>hD<CTRL_B2>G<CHOICE_OR_WAIT>c,,
316,B9,B9CAB4,1399,Text_315_Animal_FatherHeavenHelpPreciousCow,Animal,56,112,56,0,Our Father in Heaven:please help his precious cow rest.,,
317,B9,B9CB24,1407,Text_316_Animal_IdiotTellTakeCareCows,Animal,140,280,140,0,...Are you an idiot? Didn't I tell you to take care of  cows carefully?<LINE>If they become sick next    time:give them the medicine right away.,,
318,B9,B9CC3C,1426,Text_317_Dialog_GreatCalfWasBornName,Dialog,42,84,42,0,"Great, A calf was born, OK: I'll name it.",,
319,B9,B9CC90,1433,Text_318_Dialog_CalfAlrightName,Dialog,42,84,42,0,"What? .....a calf, Alright: I'll name it.",,
31A,B9,B9CCE4,1440,Text_319_Dialog_Name,Naming,29,58,29,0,Its name is ..... you do it.,,
31B,B9,B9CD1E,1445,Text_31A_Shipping_AllShippingtodayCostsGIntotal,Shipping,95,190,95,0,Is that all you are shippingtoday? It costs <CTRL_FFFC>hE<CTRL_B2>G intotal. I'll put money<LINE>in the box tomorrow.,,
31C,B9,B9CDDC,1458,Text_31B_Shipping_ShippingTodayBye,Shipping,36,72,36,0,Is there no shipping today? OK:bye.,,
31D,B9,B9CE24,1464,Text_31C_Sign_BusinessHoursWeekdayPmWeekend,Sign,82,164,82,0,Business hours              Weekday: <$00B9>:<CTRL_B2><CTRL_B2>am - <$00B7>:<CTRL_B2><CTRL_B2>pm    Weekend <$0040> holiday: closed,,
31E,B9,B9CEC8,1476,Text_31D_Dialog_ThrowThingsSpring,Dialog,36,72,36,0,Don't throw things in the   spring.,,
31F,B9,B9CF10,1482,Text_31E_Manual_GoddessSpringExpectMeCome,Manual,190,380,190,0,"Hi, How do you do? I'm      Goddess of Spring. Did you  expect me to come out?<LINE>By the way:I have a         question. Is this gold axe  the one you dropped.?<LINE> Yes                         No<CHOICE_OR_WAIT>c",,
320,B9,B9D08C,1507,Text_31F_Church_LyingYoursThisoneGodKnows,Church,73,146,73,0,You are lying. Yours is thisone. No:God knows           everything. Bye.,,
321,B9,B9D11E,1518,Text_320_Manual_FoundHonestPersonGivingThisgold,Manual,186,372,186,0,"Oh yes:I've found an honest person,, I'm giving you thisgold axe.<LINE>...No:you don't have to     thank me. I'm so happy to   meet someone honest<LINE>like you. Bye now. Keep up  with your work.",,
322,B9,B9D292,1543,Text_321_Manual_ExcuseMeButBorrowHammer,Manual,74,148,74,0,Excuse me but can I borrow  your hammer?<LINE> OK                          No<CHOICE_OR_WAIT>c,,
323,B9,B9D326,1554,Text_322_Animal_ThankPutMorePowerReturn,Animal,52,104,52,0,Thank you. I'll put it more power when I return it.,,
324,B9,B9D38E,1562,Text_323_Dialog_AskAnyMore,Dialog,34,68,34,0,"What? I won't ask you any   more,",,
325,B9,B9D3D2,1568,Text_324_Animal_PlowFieldBeforeSpringBut,Animal,103,206,103,0,You can plow the field      before spring. But I hear   it's a little damaged<LINE>when it comes to spring.,,
326,B9,B9D4A0,1582,Text_325_Dialog_HasRanchBecomeLively,Dialog,49,98,49,0,How do you do? Has your     ranch become lively?,,
327,B9,B9D502,1590,Text_326_Dialog_GoOut,Dialog,26,52,26,0,You can go out from here.,,
328,B9,B9D536,1595,Text_327_Manual_RanchUseSickleTheshedHows,Manual,111,222,111,0,Hey:are you from the ranch? Do you use the sickle in theshed? How's it working?<LINE> Very good Don't use it often<CHOICE_OR_WAIT>c,,
329,B9,B9D614,1610,Text_328_Dialog_WowMadeHappyMakeBetter,Dialog,76,152,76,0,"Wow, I made it.I'm so happy.I'll make it better.        Look forward to it.",,
32A,B9,B9D6AC,1621,Text_329_Dialog_UseMadeAllMyEnergy,Dialog,64,128,64,0,"Really? Don't you use it?   I made it with all my       energy,",,
32B,B9,B9D72C,1630,Text_32A_Dialog_ByeBye,Dialog,9,18,9,0,Bye-Bye.,,
32C,B9,B9D73E,1633,Text_32B_Dialog_GiGiveMeSomethingEat,Dialog,33,66,33,0,Gi....give me something to  eat.,,
32D,B9,B9D780,1639,Text_32C_Mountain_MushroomIfPossibleWantaMushroom,Mountain,44,88,44,0,Mushroom if possible. I wanta mushroom.....,,
32E,B9,B9D7D8,1646,Text_32D_Dialog_PhewAliveNowThankVery,Dialog,152,304,152,0,Phew:I'm alive now. Thank   you very much. I didn't eat anything for <CTRL_B5> days.<LINE>I need to give you          something. Take a look in   the shed tomorrow.,,
32F,B9,B9D908,1666,Text_32E_Mountain_PoisonousMushroomKillKnow,Mountain,55,110,55,0,"That's a poisonous mushroom,It will kill you:you know.",,
330,B9,B9D976,1674,Text_32F_Mountain_MashMushroomWantNothingBut,Mountain,52,104,52,0,mash..mushroom... I want    nothing but a mushroom.,,
331,B9,B9D9DE,1682,Text_330_Dialog_StopRabbitMineDoingLet,Dialog,107,214,107,0,"Stop that,, That rabbit is  mine. What are you doing    to it?<LINE> Let it loose                Just watching<CHOICE_OR_WAIT>c",,
332,B9,B9DAB4,1697,Text_331_Shop_IfBuyGWantPay,Shop,125,250,125,0,If you buy it with <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G:   you can do what you want.<LINE> Pay                         Not pay                      Money <CTRL_FFFC>gF<CTRL_B2>G<CHOICE_OR_WAIT>c,,
333,B9,B9DBAE,1714,Text_332_Dialog_LiveLikeBye,Dialog,23,46,23,0,I live like this. Bye.,,
334,B9,B9DBDC,1718,Text_333_Romance_SeeKindWantMoneyBut,Romance,120,240,120,0,I see...you are kind.       I don't want money. But     Everybody lives<LINE>differently. Please         understand it. Bye.,,
335,B9,B9DCCC,1734,Text_334_Dialog_HandRabbitLiveLikeBye,Dialog,61,122,61,0,No:I can't hand this rabbit to you. I live like this.   Bye.,,
336,B9,B9DD46,1743,Text_335_Mountain_SpiritWaterImpGaveMy,Mountain,121,242,121,0,I'm the spirit here:Water   imp. You gave my fish back. You are a good man.<LINE>I give you this.            You become fine.,,
337,B9,B9DE38,1760,Text_336_Dialog_AhFirstHumanLongHad,Dialog,160,320,160,0,Ah:the first human in...    well:how long had it been   since the last human<LINE>being came here? ...Hey you:are you working hard?<LINE> Yes                         No<CHOICE_OR_WAIT>c,,
338,B9,B9DF78,1781,Text_337_Diary_NowTakeSellExpensivePrice,Diary,96,192,96,0,Now:take this with you.     You can sell it at an       expensive price.<LINE>Work hard from now on.,,
339,B9,B9E038,1794,Text_338_Dialog_GoHomeAsSoonAs,Dialog,29,58,29,0,Go home as soon as possible.,,
33A,B9,B9E072,1799,Text_339_Romance_ThankLettingBloomOneHas,Romance,131,262,131,0,Thank you for letting it    bloom. No one has ever      planted it before.<LINE>I'm so happy.... I want to  give something good to you.,,
33B,B9,B9E178,1817,Text_33A_Church_BothFlowerAndiDisappearSoon,Church,96,192,96,0,.........Both the flower andI will disappear soon but...I will always pray for you<LINE>to be happy.,,
33C,B9,B9E238,1830,Text_33B_Shop_MiraclePotionGoodLuckMedicine,Shop,232,464,232,0,That's the miracle potion.  Good luck.                  The medicine to get him<LINE>in good shape is included   and it's <$00B6><CTRL_B2><CTRL_B2><CTRL_B2>G in total:    a little expensive: huh?<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hG<CTRL_B2>G<CHOICE_OR_WAIT>c,,
33D,B9,B9E408,1860,Text_33C_Manual_TomatoSeedEconomicalBecauseEven,Manual,200,400,200,0,It's a tomato seed. It's    economical because even     after the harvest:<LINE>you can have tomatoes if youkeep watering. It's <CTRL_B5><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hH<CTRL_B2>G<CHOICE_OR_WAIT>c,,
33E,B9,B9E598,1886,Text_33D_Animal_PotatoSeedHarvestLeavesBecome,Animal,157,314,157,0,That's a potato seed. You   can harvest it when the     leaves become big.<LINE>It's <CTRL_B4><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hI<CTRL_B2>G<CHOICE_OR_WAIT>c,,
33F,B9,B9E6D2,1907,Text_33E_Shipping_TurnipSeedTakeLongHarvest,Shipping,203,406,203,0,That's a turnip seed. It    doesn't take you long to    harvest so it's very<LINE>convenient. The price is    <CTRL_B4><CTRL_B2><CTRL_B2>G: convenient too: huh?<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hJ<CTRL_B2>G<CHOICE_OR_WAIT>c,,
340,B9,B9E868,1934,Text_33F_Manual_CornSeedTakestheLongestTime,Manual,236,472,236,0,That's a corn seed. It takesthe longest time to harvest but sells at a higher.<LINE>Also you can have some corn if you keep watering them   after the harvest.<LINE>It's <CTRL_B5><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hK<CTRL_B2>G<CHOICE_OR_WAIT>c,,
341,B9,B9EA40,1965,Text_340_Shipping_FlowerBloomsOneDayBut,Shipping,181,362,181,0,"That's a flower. It just    blooms one day but it's goodfor a present. OK:<LINE>it's <CTRL_B5><CTRL_B2><CTRL_B2>G: the discounted   price,<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hL<CTRL_B2>G<CHOICE_OR_WAIT>c",,
342,B9,B9EBAA,1989,Text_341_Sign_FeedCowsFeedingsPerBag,Sign,198,396,198,0,That's feed for cows. <CTRL_B3><CTRL_B4>    feedings per bag but you    better feed them fodder as<LINE>much as possible.           It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hM<CTRL_B2>G<CHOICE_OR_WAIT>c,,
343,B9,B9ED36,2015,Text_342_Sign_FeedChickensFeedingsPerBag,Sign,225,450,225,0,It's feed for chickens. <CTRL_B3><CTRL_B4>  feedings per bag. Use it    when you don't have enough<LINE>fodder but generally you'd  better feed them fodder.    It costs <CTRL_B5><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hN<CTRL_B2>G<CHOICE_OR_WAIT>c,,
344,B9,B9EEF8,2045,Text_343_Manual_SprinklerWaterVeryQuicklyCheap,Manual,209,418,209,0,"It's a sprinkler. You can   water with it very quickly, It's really cheap.<LINE>If you trade your watering  can in: we can sell it for  <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hO<CTRL_B2>G<CHOICE_OR_WAIT>c",,
345,B9,B9F09A,2073,Text_344_Manual_SuperSickleInventedIfTrade,Manual,169,338,169,0,That's a super sickle. I    invented it. If you trade   your sickle in:<LINE>we can sell it for <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hP<CTRL_B2>G<CHOICE_OR_WAIT>c,,
346,B9,B9F1EC,2096,Text_345_Manual_SuperHoeVeryPowerfulIf,Manual,166,332,166,0,That's a super hoe. It's    very powerful. If you trade your hoe in:<LINE>we can sell it for <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hQ<CTRL_B2>G<CHOICE_OR_WAIT>c,,
347,B9,B9F338,2118,Text_346_Manual_SuperHammerKnockBigRock,Manual,200,400,200,0,That's a super hammer. It   can knock a big rock down.  Don't you want it?<LINE>If you trade your hammer in:we can sell it for <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hR<CTRL_B2>G<CHOICE_OR_WAIT>c,,
348,B9,B9F4C8,2144,Text_347_Manual_SuperAxeChopLogOne,Manual,178,356,178,0,"That's a super axe. You can chop a log with one blow,   If you trade your axe in:<LINE>we can sell it for <CTRL_B4><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Don't buy                    Money <CTRL_FFFC>hS<CTRL_B2>G<CHOICE_OR_WAIT>c",,
349,B9,B9F62C,2168,Text_348_Shop_CakeGoodPresentRecoveryStamina,Shop,151,302,151,0,That's a cake:good for a    present and recovery of     stamina. It's only<$00B7><CTRL_B2><CTRL_B2>G.<LINE> Buy                         Don't  buy                   Money <CTRL_FFFC>hT<CTRL_B2>G<CHOICE_OR_WAIT>c,,
34A,B9,B9F75A,2188,Text_349_Dialog_ThankPerishableSoeatWhileStill,Dialog,56,112,56,0,Thank you.It's perishable soeat while it's still fresh.,,
34B,B9,B9F7CA,2196,Text_34A_Dialog_KnowGood,Dialog,44,88,44,0,"You don't know              how good it is,",,
34C,B9,B9F822,2203,Text_34B_Animal_PlaceHatchEggsPlaceEggs,Animal,52,104,52,0,"""Place to Hatch Eggs""       Please place eggs here.",,
34D,B9,B9F88A,2211,Text_34C_Animal_ShippingBoxEggs,Animal,24,48,24,0,"""Shipping Box for Eggs""",,
34E,B9,B9F8BA,2215,Text_34D_Animal_ShippingBoxMilk,Animal,24,48,24,0,"""Shipping Box for Milk""",,
34F,B9,B9F8EA,2219,Text_34E_Animal_GetCowsGiveBirth,Animal,52,104,52,0,Get the cows in here        when they give a birth.,,
350,B9,B9F952,2227,Text_34F_Sign_TakeOutSpoutFodderCut,Sign,57,114,57,0,"""Take out spout of fodder""  Cut grass comes out of here.",,
351,B9,B9F9C4,2236,Text_350_Animal_MilkBuyingGdoAgreeMoney,Animal,113,226,113,0,Milk? I'm buying it for <CTRL_B4><CTRL_B2><CTRL_B2>GDo you agree?<LINE> Yes                         No                           Money <CTRL_FFFC>hU<CTRL_B2>G<CHOICE_OR_WAIT>c,,
352,B9,B9FAA6,2252,Text_351_Animal_MilkBuyingGbutMoneyHv,Animal,113,226,113,0,Milk? I'm buying it for <CTRL_B5><CTRL_B2><CTRL_B2>Gbut is it OK?<LINE> Yes                         No                           Money <CTRL_FFFC>hV<CTRL_B2>G<CHOICE_OR_WAIT>c,,
353,B9,B9FB88,2268,Text_352_Animal_MilkBuyingGbutMoneyHw,Animal,113,226,113,0,Milk? I'm buying it for <$00B6><CTRL_B2><CTRL_B2>Gbut is it OK?<LINE> Yes                         No                           Money <CTRL_FFFC>hW<CTRL_B2>G<CHOICE_OR_WAIT>c,,
354,B9,B9FC6A,2284,Text_353_Shop_CornBuyingGButMoney,Shop,122,244,122,0,Corn? Well...I'm buying it  for <CTRL_B4><$00B6><CTRL_B2>G but is it OK?<LINE> Yes                         No                           Money <CTRL_FFFC>hX<CTRL_B2>G<CHOICE_OR_WAIT>c,,
355,B9,B9FD5E,2301,Text_354_Shop_RipenedTomatoBuyingGBut,Shop,146,292,146,0,Yes:it's a well ripened     tomato. I'm buying it for   <CTRL_B4><CTRL_B2><CTRL_B2>G but is it OK?<LINE> Yes                         No                           Money <CTRL_FFFC>hY<CTRL_B2>G<CHOICE_OR_WAIT>c,,
356,B9,B9FE82,2321,Text_355_Shop_PotatoBuyingGButMoney,Shop,191,382,191,0,Potato? Well:I'm buying it  for <CTRL_B3><$00B8><CTRL_B2>G but is it OK?<LINE> Yes                         No                           Money <CTRL_FFFC>hZ<CTRL_B2>G<CHOICE_OR_WAIT>caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,,
357,BA,BA8000,5,Text_356_Shop_TurnipGoodShapeBuyingG,Shop,137,274,137,0,Turnip? Good shape:isn't it? I'm buying it for <CTRL_B3><CTRL_B4><CTRL_B2>G but is it OK?<LINE> Yes                         No                           Money <CTRL_FFFC>h'<CTRL_B2>G<CHOICE_OR_WAIT>c,,
358,BA,BA8112,24,Text_357_Animal_FreshEggBuyingGBut,Animal,131,262,131,0,"Isn't it a fresh egg? I'm   buying it for <CTRL_B3><CTRL_B2><CTRL_B2>G but is itOK?<LINE> Yes                         No                           Money <CTRL_FFFC>h,<CTRL_B2>G<CHOICE_OR_WAIT>c",,
359,BA,BA8218,42,Text_358_Mountain_MushroomAboutGMoneyH,Mountain,107,214,107,0,Mushroom. How about <CTRL_B4><CTRL_B2><CTRL_B2>G    for it?<LINE> Yes                         No                           Money <CTRL_FFFC>h.<CTRL_B2>G<CHOICE_OR_WAIT>c,,
35A,BA,BA82EE,57,Text_359_Animal_PoisonousMushroomMedicineCompoundedAbout,Animal,172,344,172,0,It's a poisonous mushroom.  It can be a medicine when   it's compounded well.<LINE>How about <CTRL_B5><CTRL_B2><CTRL_B2>G for it?<LINE> Yes                         No                           Money <CTRL_FFFC>h?<CTRL_B2>G<CHOICE_OR_WAIT>c,,
